id,name
0568d58e-1dc0-3727-abec-f72abd3f8bee,Yuumi
9b65df29-1753-3ea0-ab0f-6719b5c07fa7,Olaf
d5df6ed8-d7a4-3964-a295-cde171d889ae,Camille
8708d312-6987-35a9-90a5-db14b14babac,Orianna
a493c24b-17f8-34e5-ba90-0bdb40523099,Akali
9530371e-3e7d-3e74-a17d-aa5ac56abf85,Wukong
ab13269a-7517-3048-8d48-af87c8211b08,Trundle
2db51c3e-7bf3-3ea4-94bd-aac8567b0df9,Yunara
14fada26-63ec-357f-8bf6-e2993edca107,Taliyah
64a87acc-1566-3df6-ba47-c9847adb808d,Neeko
b3007001-25a5-3a10-91bc-0bdb5dac0ae7,Annie
5f3ce9cb-be45-3625-8c1d-e8068d6fee76,Sivir
3d6dd0f6-f96f-3375-84f6-86ac9ff68538,Gwen
ab9c3c0e-0889-3a85-85ea-c66607d8b9e5,Yorick
a88709a3-f874-36e6-acec-9cc31b318a50,Sion
2318754b-1f27-3758-a5d7-d221fce0f02e,Lucian
31360e91-4470-348a-9a2b-ce10e9a107b1,Rakan
feae77fb-662d-3591-b06c-179f7697a1c3,Udyr
e680cccf-8234-39c7-979f-4b749909b65a,Milio
bbd16ab8-92ed-3f82-8748-b23c20eca335,Jarvan IV
a0b6984e-e1ec-3e4c-a98d-34a6ba4aec9f,Lee Sin
e8ec9716-e9de-339a-add1-8dcef41ebdf4,Aatrox
3c5e97bf-06f1-39dd-bf3b-d3dde17221bf,Brand
8a23d389-2c48-35ec-9d16-a225fc7c3dfd,LeBlanc
22f797fc-a9b2-3bbd-bd69-89eb10661ad8,Zac
431d18c8-1aee-3d01-8b0a-8e46172e7761,Renata Glasc
8c254736-e657-3ae4-8d0d-d322b2619582,Twisted Fate
bacc778e-19db-33cb-b045-500e57bde996,Cho'Gath
10dd8b87-6e5b-3618-a03b-6ef8b26ceb1c,Zed
b51404e9-0865-3237-90a7-9d8747f6bf30,Cassiopeia
613fec9e-f951-31c3-9268-f529a9aea1ea,Ivern
e9dae12d-a8bd-3a92-9851-3a10c20acabd,Naafiri
63a21e1b-d633-36ab-8de6-29a67b891af5,Shyvana
5d2048ce-467c-3674-97fe-93c4eddf6609,Vladimir
0fd4fb85-d8c4-304a-9832-bc3693a15bbb,Gangplank
9080a0e0-071c-3751-bc1c-f912b91b8c78,Swain
dbdf46d6-7941-3291-bfd7-aaf8bf553022,Shen
c45c8a39-aab4-3828-a73b-ac860069b4aa,Nilah
b4221d04-e00b-3e8a-8a6b-2d7cecc54ef7,Ziggs
436a79b6-6087-3bbe-b340-3620c4cbd696,Blitzcrank
84342d87-2ee5-3cfa-8dbb-e2ee7998fa18,Smolder
5f05fb4d-0c78-3ebd-bcdf-a2c6f1b8a3f2,Tahm Kench
8df23a54-cc3b-3df9-9801-6b6d30a02cc0,Thresh
ecbbe9a4-9956-3828-b9d1-e5c148eb7959,Nami
ba89b029-9ad9-3c4c-9d74-c2996aca6544,Nasus
7d32face-a9ea-34d5-a9c5-da2488edf133,Amumu
43d222a4-eb0c-37d3-8d03-a892e4364bb4,Aurelion Sol
7889d995-c5bd-3d3a-a142-cbec510a328e,Seraphine
af280fdf-8f98-369c-9864-1b8be91a7912,Garen
f9364971-c68a-3711-a550-803ea444007c,Mordekaiser
b781cc63-bbf9-375a-9526-b97bd5aca6c2,Diana
641ca9b8-aa6e-3f31-8e86-bd82166d5120,Sett
a47b3139-8e2b-3e42-a61e-e347b6302dde,Yasuo
a6ba29b1-2523-38e5-9a2c-69a35156f2df,Syndra
87bbea6b-6b92-3200-8c4e-7344f3e9c3e5,Kassadin
22b87e9f-d6fe-3983-a4fb-b642e98cd40e,Lissandra
2bcecd67-6a8c-3c44-be6a-bd120bc1dcc5,Bard
24553764-d70e-3d37-ab9b-51b37ff3e287,Aphelios
9a12f2ed-f7d8-3872-a108-2c1c2becc3b8,Urgot
484c410a-0c65-3c5d-8f22-a34e2e883427,Elise
ac22a3e4-a3c0-3b90-beee-f6b502d84773,Sona
670a5be5-c642-361c-81f7-2cfb6cbb0ae3,Kennen
65428cd5-ead8-3e43-9465-5789d23ec79a,Gragas
8bee9844-a12e-32cd-a20c-6d59dd9a07c4,Pyke
e1b040d3-fb07-3de5-9482-b88ab576c66b,Mel
a87a6934-4a42-3e70-9044-eaca5123630b,Graves
ef57c581-c11e-3a5d-afff-f9cea4ed3037,Fiora
237ede92-5491-399c-850f-a71fde27a280,Rek'Sai
155730e4-d99b-380b-a430-39fe79e8dc28,Veigar
ba84e95a-729e-3b6c-9473-ad5ab6d5c9d5,Vayne
38948526-fdcc-3ec1-8c52-7b19ed144e7a,Volibear
8cb6045a-b506-3df7-8f1e-375f0efa9882,Zilean
6bb5f68a-590f-320d-9757-74ef8d41277d,Qiyana
dad13cc6-586d-3cf3-b149-6c70969ab14c,Kindred
2c0abcf2-b8df-3c44-a10e-b41cda08e460,Soraka
638e56c5-dadc-3f9b-9761-d3e63aa3b6f1,Malzahar
6efd1bca-5ac3-3463-9342-c58051d9cb0e,Karthus
de12fffd-e620-3fd9-b3e8-e56518fcc54c,Morgana
585121a8-6e0c-3877-bc4a-02e5f79903b4,Darius
51c5338c-a9f5-3aba-8381-6f14ab9f9581,Irelia
3947fd4d-3092-3293-b5ff-515650c03d2b,Akshan
96a4f5e1-ecb7-3342-8b29-c16dd0146a03,Heimerdinger
212b2efc-50c6-314f-88fd-613a1a0dac9d,Taric
5affb379-5701-370d-b33b-160d6151bff7,Bel'Veth
4835049f-0f16-3cf3-8df3-503a58d0e472,Fiddlesticks
db29e671-9423-3389-8e43-db2536aadce7,Kled
682a5d5e-4e20-3f12-89c8-943f80995220,Dr. Mundo
b12907e7-015e-3450-96be-2a91b38f3c1d,Warwick
dee322c5-5368-33bf-a204-4dda2ec79f4f,Xerath
98527618-a1d8-3dd1-8e28-95c7733067b3,Twitch
283723cf-9b0c-3c82-baec-4a2847314e8c,Zoe
cfe47841-f8e0-32be-a06e-17fba6f56185,Rengar
232f1506-a0e7-3e52-bb57-7cd6424c38fc,Rammus
07fa49df-26ae-3053-a131-0289d9930098,Samira
42ba3161-73e4-3370-b909-0cc4e30f4b79,Anivia
d145cf79-4e2b-36af-ad03-6769d0fee146,Riven
7aea6394-c423-3453-8f75-f556829d311f,Malphite
18bbaf79-9f2e-3952-9fc4-d32b49eda925,Kha'Zix
2ffc16a2-20a1-342e-80f6-627a69b018e3,Singed
d669c933-56be-378d-80b1-4377e697eac5,Lux
725a6512-3e2e-361f-b538-5c6aa3e03d50,Janna
2586fac1-20d7-3166-bc7e-3fe163b8e081,Kog'Maw
9e4dce05-85f7-3d4a-af76-4774ad4190a3,Shaco
2490d4d0-3b6b-3cd2-a34a-0bc62d54b108,Vex
f00c1e78-fce4-3d63-aeb7-fc69ae670576,Ekko
bb82ee66-49c4-395c-8a9e-be14c4283bd0,Tryndamere
417f487f-67aa-39c7-99f7-78243e796950,Evelynn
dd1568ba-0fcc-3ee9-9bb0-265c8247f3cd,Kayn
4e689ca9-fd65-35d8-8a02-5da66c1aab77,Quinn
a39baef9-4ea6-3044-aa7a-06e1325f84dd,Hecarim
2f7c27ad-7feb-3f26-b5b6-5b6b166b3e2a,Talon
